Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,CryoSleep,VIP,Destination,Transported
0.7123896775966909,-0.33235929805555303,-0.28073939893374633,-0.28258087218184946,-0.2710199810081346,-0.2629089746330413,0.441179527205009,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,0
-0.3314450045994061,-0.16796290086370771,-0.2751363029987567,-0.24104553062899747,0.21938204908000805,-0.22434491371073334,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,1
2.0345802750450805,-0.2675056734752838,1.9455573859021402,-0.28258087218184946,5.727248929814959,-0.2199626340604711,0.441179527205009,-0.7357237170996553,6.49638712557058,0.6297429443670823,0
0.2948558047182521,-0.33235929805555303,0.5180130549097778,0.3338035964624741,2.7026564455190547,-0.09375298013291783,0.441179527205009,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,0
-0.8881568351039912,0.12463252166122801,-0.23715976388382687,-0.03170740920262343,0.2336742758221033,-0.2611560627729364,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,1
1.0603345716620567,-0.33235929805555303,0.019960082910698045,-0.28258087218184946,-0.011080107136277566,-0.2629089746330413,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,-0.5894886751752828,1
-0.19226704697325983,-0.2690138973027319,0.6773900059494833,-0.2775966311955072,-0.2710199810081346,-0.2629089746330413,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,1
-0.053089089347113566,-0.33235929805555303,-0.28073939893374633,-0.28258087218184946,-0.2710199810081346,-0.2629089746330413,-0.8175797607741501,1.359205876823117,-0.15393171322316626,0.6297429443670823,1
0.4340337623443984,-0.33235929805555303,0.20797507984035066,-0.2543368399259101,-0.07807491998984897,-0.2629089746330413,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,1
-1.0273347927301375,-0.33235929805555303,-0.28073939893374633,-0.28258087218184946,-0.2710199810081346,-0.2629089746330413,0.441179527205009,1.359205876823117,-0.15393171322316626,-1.808720294717648,1
0.36444478353132526,-0.33235929805555303,-0.28073939893374633,-0.28258087218184946,-0.2710199810081346,-0.2629089746330413,0.441179527205009,1.359205876823117,-0.15393171322316626,0.6297429443670823,1
1.1299235504751297,-0.27353856878507626,4.260881139482862,0.6959917748033435,-0.17276092215622987,-0.1542284393065371,0.441179527205009,-0.7357237170996553,-0.15393171322316626,-1.808720294717648,1
0.225266825905179,-0.22225895865184012,-0.28073939893374633,1.5831866703722621,-0.2710199810081346,-0.16386945453711407,1.699938815184168,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,1
1.3386904869143492,0.7520536338796469,-0.2801168327187475,-0.17458898414443427,-0.2710199810081346,-0.24187403231178242,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,0
-0.053089089347113566,-0.3202935074359681,0.3256400944751332,-0.2626439082364805,-0.2692334526653727,-0.2567737831226741,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,1
0.15567784709210586,-0.28409613557721314,-0.28073939893374633,1.1728174958300845,-0.2710199810081346,-0.2629089746330413,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,0.6297429443670823,0
-0.1226780681601867,1.6072165440427324,-0.2047863207038867,-0.28258087218184946,-0.2710199810081346,-0.2629089746330413,1.699938815184168,-0.7357237170996553,-0.15393171322316626,-1.808720294717648,0
-0.3314450045994061,-0.33235929805555303,-0.2801168327187475,-0.28258087218184946,-0.2710199810081346,0.2953934528103714,-0.8175797607741501,-0.7357237170996553,-0.15393171322316626,-1.808720294717648,0
1.1299235504751297,-0.33235929805555303,-0.28073939893374633,-0.28258087218184946,-0.2710199810081346,-0.2629089746330413,1.699938815184168,1.359205876823117,-0.15393171322316626,0.6297429443670823,1
